Name	ItemGenre	DetailType	ParticularType	Image	ObjDrop	Width	Height	Descript	Series	Price	Level	Magic1	Min1	Max1	Magic2	Min2	Max2	Magic3	Min3	Max3	Magic4	Min4	Max4	Magic5	Min5	Max5	Magic6	Min6	Max6	Magic7	Min7	Max7	Require1	Data1	Require2	Data2	Require3	Data3	Require4	Data4	Require5	Data5	Require6	Data6	DefMagic1_0	DefMagic1_10	DefMagic2_0	DefMagic2_10	DefMagic3_0	DefMagic3_10	DefMagic4_0	DefMagic4_10	DefMagic5_0	DefMagic5_10	DefMagic6_0	DefMagic6_10	Group	NeedToActive1	NeedToActive2	SetId	ExpandMagic1	ExpandMagic2
Thanh C©u BÝ Linh Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth10-3.spr	22	2	3	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng M«n Phi §ao mãn thø 6	4	99999	10	30	720	720	31	90	90																39	2	36	50									951	952	930	931	971	972	1173	1174	1233	1233	1290	1291	95
Thanh C©u BÝ Linh Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng M«n Phi §ao mãn thø 7	0	99999	10	28	44	44	29	100	100	167	-30	-30	31	99	99										39	2	36	50									1038	1038	850	851	1073	1074	1013	1014	1330	1331	1290	1291	95
Thanh C©u BÝ Linh Lý	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng M«n Phi §ao mãn thø 8	2	99999	10	30	160	160	31	80	80																39	2	36	50									951	952	890	891	971	972	1193	1194	1253	1254	1290	1291	95
Thanh C©u BÝ Linh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng M«n Phi §ao mãn thø 9	1	99999	10																						39	2	36	50									950	951	870	871	970	971	1013	1014	1330	1331	1290	1291	95
Thanh C©u BÝ Linh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng M«n Phi §ao mãn thø 10	3	99999	10																						39	2	36	50									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	95
Thanh C©u Tµn V©n H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 1	4	99999	10																						39	2	36	50									950	951	930	931	971	972	1173	1174	993	994	1290	1291	96
Thanh C©u Tµn V©n Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap10-3.spr	28	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 2	0	99999	10	30	360	360	31	85	85																39	2	36	50									951	952	850	851	970	971	1013	1014	1330	1331	1290	1291	96
Thanh C©u Tµn V©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 3	2	99999	10																						39	2	36	50									950	951	890	891	971	972	1193	1194	1330	1331	1290	1291	96
Thanh C©u Tµn V©n Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 4	1	99999	10	30	135	135	31	80	80																39	2	36	50									951	952	870	871	970	971	1013	1014	1330	1331	1290	1291	96
Thanh C©u Tµn V©n Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 5	3	99999	10	30	160	160	31	80	80																39	2	36	50									951	952	910	911	971	972	1213	1214	1330	1331	1290	1291	96
Thanh C©u Tµn V©n Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth10-3.spr	22	2	3	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 6	4	99999	10	30	720	720	31	90	90																39	2	36	50									951	952	930	931	971	972	1173	1174	1233	1233	1290	1291	96
Thanh C©u Tµn V©n TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 7	0	99999	10	28	46	46	29	102	102	167	-30	-30	31	99	99										39	2	36	50									1038	1038	850	851	1073	1074	1013	1014	1330	1331	1290	1291	96
Thanh C©u Tµn V©n Lý	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 8	2	99999	10	30	160	160	31	80	80																39	2	36	50									951	952	890	891	971	972	1193	1194	1253	1254	1290	1291	96
Thanh C©u Tµn V©n Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 9	1	99999	10																						39	2	36	50									950	951	870	871	970	971	1013	1014	1330	1331	1290	1291	96
Thanh C©u Tµn V©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Tô TiÔn mãn thø 10	3	99999	10																						39	2	36	50									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	96
Thanh C©u Phi Tinh LiÖm	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 1	4	99999	10																						39	2	36	50									950	951	930	931	971	972	1173	1174	993	994	1290	1291	97
Thanh C©u Phi Tinh Ph¸t Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap10-3.spr	28	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 2	0	99999	10	30	360	360	31	85	85																39	2	36	50									951	952	850	851	970	971	1013	1014	1330	1331	1290	1291	97
Thanh C©u Phi Tinh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 3	2	99999	10																						39	2	36	50									950	951	890	891	971	972	1193	1194	1330	1331	1290	1291	97
Thanh C©u Phi Tinh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 4	1	99999	10	30	135	135	31	80	80																39	2	36	50									951	952	870	871	970	971	1013	1014	1330	1331	1290	1291	97
Thanh C©u Phi Tinh TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 5	3	99999	10	30	160	160	31	80	80																39	2	36	50									951	952	910	911	971	972	1213	1214	1330	1331	1290	1291	97
Thanh C©u Phi Tinh Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth10-3.spr	22	2	3	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 6	4	99999	10	30	720	720	31	90	90																39	2	36	50									951	952	930	931	971	972	1173	1174	1233	1233	1290	1291	97
Thanh C©u Phi Tinh Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 7	0	99999	10	28	42	42	29	98	98	167	-30	-30	31	99	99										39	2	36	50									1038	1038	850	851	1073	1074	1013	1014	1330	1331	1290	1291	97
Thanh C©u Phi Tinh Lý	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 8	2	99999	10	30	160	160	31	80	80																39	2	36	50									951	952	890	891	971	972	1193	1194	1253	1254	1290	1291	97
Thanh C©u Phi Tinh Trôy	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 9	1	99999	10																						39	2	36	50									950	951	870	871	970	971	1013	1014	1330	1331	1290	1291	97
Thanh C©u Phi Tinh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ §­êng Phi Tiªu mãn thø 10	3	99999	10																						39	2	36	50									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	97
Thanh C©u Tr­êng Phong H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 1	1	99999	10																						39	6	36	50									950	951	850	851	971	972	1013	1014	993	994	1290	1291	98
Thanh C©u Tr­êng Phong §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap16-3.spr	28	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 2	3	99999	10	30	360	360	31	85	85																39	6	36	50									951	952	890	891	970	971	1193	1194	1330	1331	1290	1291	98
Thanh C©u Tr­êng Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 3	4	99999	10																						39	6	36	50									950	951	870	871	971	972	1013	1014	1330	1331	1290	1291	98
Thanh C©u Tr­êng Phong Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 4	0	99999	10	30	135	135	31	80	80																39	6	36	50									951	952	910	911	970	971	1213	1214	1330	1331	1290	1291	98
Thanh C©u Tr­êng Phong Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 5	2	99999	10	30	160	160	31	80	80																39	6	36	50									951	952	930	931	971	972	1173	1174	1330	1331	1290	1291	98
Thanh C©u Tr­êng Phong C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth16-3.spr	22	2	3	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 6	1	99999	10	30	720	720	31	90	90																39	6	36	50									951	952	850	851	971	972	1013	1014	1233	1233	1290	1291	98
Thanh C©u Tr­êng Phong TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 7	3	99999	10	28	40	40	29	100	100	167	-30	-30	31	99	99										39	6	36	50									1056	1056	890	891	1133	1134	1193	1194	1330	1331	1290	1291	98
Thanh C©u Tr­êng Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 8	4	99999	10	30	160	160	31	80	80																39	6	36	50									951	952	870	871	971	972	1013	1014	1253	1254	1290	1291	98
Thanh C©u Tr­êng Phong Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 9	0	99999	10																						39	6	36	50									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	98
Thanh C©u Tr­êng Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 10	2	99999	10																						39	6	36	50									950	951	930	931	970	971	1173	1174	1330	1331	1290	1291	98
Thanh C©u Liªn Hoa H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 1	0	99999	10																						39	6	36	50									950	951	850	851	971	972	1013	1014	993	994	1290	1291	99
Thanh C©u Liªn Hoa §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap16-3.spr	28	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																39	6	36	50									951	952	890	891	970	971	1193	1194	1330	1331	1290	1291	99
Thanh C©u Liªn Hoa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 3	1	99999	10																						39	6	36	50									950	951	870	871	971	972	1013	1014	1330	1331	1290	1291	99
Thanh C©u Liªn Hoa Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																39	6	36	50									951	952	910	911	970	971	1213	1214	1330	1331	1290	1291	99
Thanh C©u Liªn Hoa Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 5	4	99999	10	30	160	160	31	80	80																39	6	36	50									951	952	930	931	971	972	1173	1174	1330	1331	1290	1291	99
Thanh C©u Liªn Hoa C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth16-3.spr	22	2	3	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 6	0	99999	10	30	720	720	31	90	90																39	6	36	50									951	952	850	851	971	972	1013	1014	1233	1233	1290	1291	99
Thanh C©u Liªn Hoa Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 7	2	99999	10	28	69	69	29	128	128	167	-30	-30	31	99	99										39	6	36	50									1036	1036	890	891	1073	1074	1193	1194	1315	1316	1290	1291	99
Thanh C©u Liªn Hoa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 8	1	99999	10	30	160	160	31	80	80																39	6	36	50									951	952	870	871	971	972	1013	1014	1253	1254	1290	1291	99
Thanh C©u Liªn Hoa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 9	3	99999	10																						39	6	36	50									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	99
Thanh C©u Liªn Hoa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 10	4	99999	10																						39	6	36	50									950	951	930	931	970	971	1173	1174	1330	1331	1290	1291	99
Thanh C©u LÖ ¢m H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 1	0	99999	10																						39	7	36	50									950	951	850	851	971	972	1013	1014	993	994	1290	1291	100
Thanh C©u LÖ ¢m Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap07-3.spr	28	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																39	7	36	50									951	952	890	891	970	971	1193	1194	1330	1331	1290	1291	100
Thanh C©u LÖ ¢m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 3	1	99999	10																						39	7	36	50									950	951	870	871	971	972	1013	1014	1330	1331	1290	1291	100
Thanh C©u LÖ ¢m Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																39	7	36	50									951	952	910	911	970	971	1213	1214	1330	1331	1290	1291	100
Thanh C©u LÖ ¢m Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 5	4	99999	10	30	160	160	31	80	80																39	7	36	50									951	952	930	931	971	972	1173	1174	1330	1331	1290	1291	100
Thanh C©u LÖ ¢m Gi¸p Y	0	2	2	\spr\item\equip\armor\obj-ma-cloth07-3.spr	22	2	3	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 6	0	99999	10	30	720	720	31	90	90																39	7	36	50									951	952	850	851	971	972	1013	1014	1233	1233	1290	1291	100
Thanh C©u LÖ ¢m Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 7	2	99999	10	28	18	18	29	158	158	167	-30	-30	31	99	99										39	7	36	50									1037	1037	890	891	1073	1074	1193	1194	1315	1316	1290	1291	100
Thanh C©u LÖ ¢m Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 8	1	99999	10	30	160	160	31	80	80																39	7	36	50									951	952	870	871	971	972	1013	1014	1253	1254	1290	1291	100
Thanh C©u LÖ ¢m Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 9	3	99999	10																						39	7	36	50									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	100
Thanh C©u LÖ ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 10	4	99999	10																						39	7	36	50									950	951	930	931	970	971	1173	1174	1330	1331	1290	1291	100
Thanh C©u NghiÖp Háa H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 1	1	99999	10																						39	7	36	50									950	951	850	851	971	972	1013	1014	993	994	1290	1291	101
Thanh C©u NghiÖp Háa Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap07-3.spr	28	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 2	3	99999	10	30	360	360	31	85	85																39	7	36	50									951	952	890	891	970	971	1193	1194	1330	1331	1290	1291	101
Thanh C©u NghiÖp Háa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 3	4	99999	10																						39	7	36	50									950	951	870	871	971	972	1013	1014	1330	1331	1290	1291	101
Thanh C©u NghiÖp Háa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 4	0	99999	10	30	135	135	31	80	80																39	7	36	50									951	952	910	911	970	971	1213	1214	1330	1331	1290	1291	101
Thanh C©u NghiÖp Háa Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 5	2	99999	10	30	160	160	31	80	80																39	7	36	50									951	952	930	931	971	972	1173	1174	1330	1331	1290	1291	101
Thanh C©u NghiÖp Háa Gi¸p Y	0	2	2	\spr\item\equip\armor\obj-ma-cloth07-3.spr	22	2	3	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 6	1	99999	10	30	720	720	31	90	90																39	7	36	50									951	952	850	851	971	972	1013	1014	1233	1233	1290	1291	101
Thanh C©u NghiÖp Háa §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 7	3	99999	10	28	40	40	29	100	100	167	-30	-30	31	99	99										39	7	36	50									1055	1055	890	891	1133	1134	1193	1194	1330	1331	1290	1291	101
Thanh C©u NghiÖp Háa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 8	4	99999	10	30	160	160	31	80	80																39	7	36	50									951	952	870	871	971	972	1013	1014	1253	1254	1290	1291	101
Thanh C©u NghiÖp Háa Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 9	0	99999	10																						39	7	36	50									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	101
Thanh C©u NghiÖp Háa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 10	2	99999	10																						39	7	36	50									950	951	930	931	970	971	1173	1174	1330	1331	1290	1291	101
Thanh C©u Th¸i Cùc Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 1	3	99999	10																						39	8	36	50									950	951	850	851	971	972	1213	1214	993	994	1290	1291	102
Thanh C©u Th¸i Cùc Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap04-3.spr	28	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 2	4	99999	10	30	360	360	31	85	85																39	8	36	50									951	952	890	891	970	971	1173	1174	1330	1331	1290	1291	102
Thanh C©u Th¸i Cùc Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 3	0	99999	10																						39	8	36	50									950	951	870	871	971	972	1013	1014	1330	1331	1290	1291	102
Thanh C©u Th¸i Cùc Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 4	2	99999	10	30	135	135	31	80	80																39	8	36	50									951	952	910	911	970	971	1193	1194	1330	1331	1290	1291	102
Thanh C©u Th¸i Cùc Ph¸p §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 5	1	99999	10	30	160	160	31	80	80																39	8	36	50									951	952	930	931	971	972	1013	1014	1330	1331	1290	1291	102
Thanh C©u Th¸i Cùc §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth04-3.spr	24	2	3	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 6	3	99999	10	30	720	720	31	90	90																39	8	36	50									951	952	850	851	971	972	1213	1214	1233	1233	1290	1291	102
Thanh C©u Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 7	4	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										39	8	36	50									1054	1054	890	891	1153	1154	1173	1174	1330	1331	1290	1291	102
Thanh C©u Th¸i Cùc Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 8	0	99999	10	30	160	160	31	80	80																39	8	36	50									951	952	870	871	971	972	1013	1014	1253	1254	1290	1291	102
Thanh C©u Th¸i Cùc Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 9	2	99999	10																						39	8	36	50									950	951	910	911	970	971	1193	1194	1330	1331	1290	1291	102
Thanh C©u Th¸i Cùc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 10	1	99999	10																						39	8	36	50									950	951	930	931	970	971	1013	1014	1330	1331	1290	1291	102
Thanh C©u Linh Ch©n Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 1	0	99999	10																						39	8	36	50									950	951	850	851	971	972	1213	1214	993	994	1290	1291	103
Thanh C©u Linh Ch©n Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap04-3.spr	28	2	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																39	8	36	50									951	952	890	891	970	971	1173	1174	1330	1331	1290	1291	103
Thanh C©u Linh Ch©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 3	1	99999	10																						39	8	36	50									950	951	870	871	971	972	1013	1014	1330	1331	1290	1291	103
Thanh C©u Linh Ch©n Tô	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Trang bÞ HuyÒn Kim, Thanh C©u bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																39	8	36	50									951	952	910	911	970	971	1193	1194	1330	1331	1290	1291	103
